ta;Ubike;Ibike;Ua;Ia1;Ia2;Ia3;Sa1;Sa2;Sa3;Din1;DMka;DZka;Ika;Din2;Temp1;Temp2;Bpos;vs;v;dzp;Temp3;Pbike;Pa1;Pa2;Pa3;s;FW;UF;Marke;ERR
23087;0,0;-0,01;41,98;-3,24;-0,09;0,27;2181;0;0;0;11,26;57,8;57;32;254,0;254,0;0;8,7;9,0;61;90,5;-0,0;68,17;3,11;9,24;51,6;47,74;-0,0;0;0
23097;0,0;-0,03;41,98;-2,59;0,02;0,63;2181;0;0;0;11,78;57,8;57;32;254,0;254,0;0;8,7;9,0;62;90,5;-0,0;71,3;0,67;21,01;51,64;47,74;-0,0;0;0
23107;0,0;-0,03;41,98;-2,34;-0,0;0,61;2181;0;0;0;11,5;60,2;58;32;254,0;254,0;0;8,6;9,0;62;90,5;-0,0;72,5;0,17;20,32;51,64;47,31;-0,0;0;0
23117;0,0;-0,03;42,0;-2,92;0,01;0,54;2181;0;0;0;12,09;57,9;59;32;254,0;254,0;0;8,7;9,1;63;90,5;-0,0;73,28;0,25;18,25;51,68;47,88;-0,0;0;0
23127;0,0;-0,03;41,95;-3,27;-0,12;0,34;2181;0;0;0;12,47;57,9;59;32;254,0;254,0;0;8,7;9,1;64;90,5;-0,0;75,59;3,94;11,31;51,72;47,88;-0,0;0;0
23137;0,0;-0,01;41,97;-3,07;-0,05;0,52;2166;0;0;0;12,78;58,4;60;32;254,0;254,0;0;8,6;9,1;64;90,5;-0,0;78,15;1,85;17,54;51,72;47,31;-0,0;0;0
23147;0,0;-0,01;41,98;-2,76;-0,07;0,71;2166;0;0;0;12,54;60,7;61;32;254,0;254,0;0;8,7;9,1;65;90,5;-0,0;79,7;2,27;23,78;51,76;47,81;-0,0;0;0
23157;0,0;-0,03;41,97;-2,32;-0,05;0,6;0;0;0;0;12,76;60,7;61;32;254,0;254,0;0;8,7;9,1;66;90,5;-0,0;81,13;1,85;20,08;51,8;47,81;-0,0;0;0
23167;0,0;-0,01;42,03;-0,61;-0,0;0,27;0;0;0;0;13,82;56,8;62;32;254,0;254,0;0;8,7;9,1;66;90,5;-0,0;82,2;0,17;9,02;51,8;47,38;-0,0;0;0
23177;0,0;-0,01;42,02;-0,29;0,01;0,52;0;0;0;0;13,09;58,0;63;32;254,0;254,0;0;8,7;9,2;67;90,5;-0,0;79,49;0,25;17,56;51,84;47,38;-0,0;0;0
23187;0,0;-0,03;42,05;-0,14;0,01;0,47;0;0;0;0;12,72;58,0;63;32;254,0;254,0;0;8,7;9,1;68;90,5;-0,0;77,28;0,46;15,73;51,88;47,95;-0,0;0;0
23197;0,0;-0,02;42,02;-0,06;0,01;0,33;0;0;0;0;12,49;55,9;64;32;254,0;254,0;0;8,7;9,1;68;90,5;-0,0;73,08;0,25;11,09;51,88;47,38;-0,0;0;0
23207;0,0;-0,01;42,02;-0,02;0,01;0,23;0;0;0;0;14,07;46,3;65;32;254,0;254,0;0;8,7;9,0;69;90,5;-0,0;68,22;0,25;7,86;51,91;47,38;-0,0;0;0
23217;0,0;-0,01;42,02;-0,01;0,01;0,15;0;0;0;0;13,44;46,3;65;32;254,0;254,0;0;8,7;8,9;70;90,5;-0,0;65,17;0,25;5,08;51,95;47,95;-0,0;0;0
23227;0,0;-0,02;42,02;-0,02;0,01;0,12;0;0;0;0;15,28;38,3;66;32;254,0;254,0;0;8,7;8,9;70;90,5;-0,0;61,28;0,46;4,16;51,95;47,95;-0,0;0;0
23237;0,0;-0,01;42,02;-0,01;0,01;0,15;51;0;0;0;14,46;38,3;66;32;254,0;254,0;0;8,6;8,9;71;90,5;-0,0;58,0;0,25;5,08;51,99;47,24;-0,0;0;0
23247;0,0;-0,01;42,02;0,0;0,02;0,19;51;0;0;0;13,36;38,3;66;32;254,0;254,0;0;8,7;8,9;71;90,5;-0,0;53,58;0,67;6,24;51,99;47,52;-0,0;0;0
23257;0,0;-0,02;42,02;0,0;0,02;0,27;51;0;0;0;14,14;33,5;67;32;254,0;254,0;0;8,7;8,9;72;90,5;-0,0;49,59;0,67;9,01;52,03;47,52;-0,0;0;0
23267;0,0;-0,03;42,02;-0,01;0,01;0,21;52;0;0;0;13,08;33,5;67;32;254,0;254,0;0;8,6;8,9;73;90,5;-0,0;45,88;0,46;7,16;52,07;46,67;-0,0;0;0
23277;0,0;-0,03;42,02;0,01;0,01;0,12;52;0;0;0;11,94;33,5;67;32;254,0;254,0;0;8,6;8,9;73;90,5;-0,0;41,9;0,46;3,93;52,07;46,67;-0,0;0;0
23287;0,0;-0,01;42,02;-0,01;0,01;0,05;52;0;0;0;12,22;29,3;68;32;254,0;254,0;0;8,6;8,8;74;90,5;-0,0;37,48;0,25;1,62;52,11;46,89;-0,0;0;0
23297;0,0;-0,01;42,02;-0,01;0,02;0,17;53;0;0;0;10,57;29,3;68;32;254,0;254,0;0;8,5;8,8;75;90,5;-0,0;32,43;0,67;5,78;52,15;46,25;-0,0;0;0
23307;0,0;-0,02;42,02;-0,01;0,01;0,17;53;0;0;0;9,25;29,3;68;32;254,0;254,0;0;8,5;8,8;75;90,5;-0,0;28,38;0,46;5,78;52,15;46,25;-0,0;0;0
23317;0,0;-0,01;42,02;-0,01;0,01;0,06;53;0;0;0;8,96;26,0;69;32;254,0;254,0;0;8,5;8,7;76;90,5;-0,0;24,38;0,46;2,08;52,19;46,25;-0,0;0;0
23327;0,0;-0,02;42,02;0,0;0,02;0,16;54;0;0;0;6,44;26,0;69;32;254,0;254,0;0;8,5;8,7;76;90,5;-0,0;17,53;0,67;5,32;52,19;46,25;-0,0;0;0
23337;0,0;-0,03;42,02;-0,01;0,01;0,16;54;0;0;0;3,55;26,0;69;32;254,0;254,0;0;8,4;8,8;77;90,5;-0,0;9,66;0,46;5,55;52,23;45,69;-0,0;0;0
23347;0,0;-0,02;42,02;-0,01;0,01;0,08;54;0;0;0;1,71;24,6;70;32;254,0;254,0;0;8,4;8,7;78;90,5;-0,0;4,41;0,46;2,77;52,27;45,76;-0,0;0;0
23357;0,0;-0,02;42,02;-0,01;0,01;0,21;55;0;0;0;0,56;24,6;70;32;254,0;254,0;0;8,4;8,7;78;90,5;-0,0;1,43;0,46;7,16;52,27;45,76;-0,0;0;0
23367;0,0;-0,02;42,02;0,0;0,01;0,12;55;0;0;0;0,07;24,6;70;32;254,0;254,0;0;8,3;8,7;79;90,5;-0,0;0,19;0,25;3,93;52,31;44,99;-0,0;0;0
23377;0,0;-0,01;42,02;-0,02;0,01;0,19;55;0;0;0;0,02;24,6;70;32;254,0;254,0;0;8,3;8,7;79;90,5;-0,0;0,05;0,46;6,24;52,31;44,99;-0,0;0;0
23387;0,0;-0,01;42,02;-0,01;0,01;0,09;55;0;0;0;0,01;24,6;70;32;254,0;254,0;0;8,3;8,7;80;90,5;-0,0;0,02;0,46;3,0;52,35;45,13;-0,0;0;0
23397;0,0;-0,01;42,02;-0,01;0,01;0,16;56;0;0;0;0,0;18,1;71;32;254,0;254,0;0;8,2;8,5;81;90,5;-0,0;0,01;0,46;5,32;52,39;44,44;-0,0;0;0
23407;0,0;-0,0;42,02;0,0;0,0;0,08;56;0;0;0;0,0;18,1;71;32;254,0;254,0;0;8,2;8,5;81;90,5;-0,0;0,01;0,04;2,77;52,39;44,44;-0,0;0;0
23417;0,0;-0,01;42,02;-0,01;0,01;0,07;57;0;0;0;0,0;18,1;71;32;254,0;254,0;0;8,3;8,5;82;90,5;-0,0;0,0;0,46;2,31;52,43;44,72;-0,0;0;0
23427;0,0;-0,02;42,02;-0,01;0,02;0,16;57;0;0;0;0,0;18,1;71;32;254,0;254,0;0;8,3;8,5;82;90,5;-0,0;0,0;0,67;5,55;52,43;44,72;-0,0;0;0
23437;0,0;-0,01;42,02;-0,01;0,01;0,09;57;0;0;0;0,0;18,1;71;32;254,0;254,0;0;8,2;8,5;83;90,5;-0,0;0,0;0,46;3,0;52,46;43,82;-0,0;0;0
23447;0,0;-0,02;42,02;0,0;0,03;0,12;58;0;0;0;0,0;18,1;71;32;254,0;254,0;0;8,2;8,4;84;90,5;-0,0;0,0;0,88;3,93;52,5;43,82;-0,0;0;0
23457;0,0;-0,01;42,02;0,01;0,02;0,17;8;0;0;0;0,0;14,5;0;32;254,0;254,0;0;8,2;8,4;84;90,5;-0,0;0,0;0,67;5,78;52,5;44,1;-0,0;0;0
23467;0,0;-0,02;42,02;-0,01;0,02;0,14;8;0;0;0;0,0;14,5;0;32;254,0;254,0;0;8,1;8,3;85;90,5;-0,0;0,0;0,67;4,62;52,54;43,34;-0,0;0;0
23477;0,0;-0,01;42,02;-0,01;0,01;0,1;9;0;0;0;0,0;14,5;0;32;254,0;254,0;0;8,1;8,3;85;90,5;-0,0;0,0;0,46;3,47;52,54;43,34;-0,0;0;0
23487;0,0;-0,01;42,02;-0,01;0,02;0,12;9;0;0;0;0,0;14,5;0;32;254,0;254,0;0;8,1;8,3;86;90,5;-0,0;0,0;0,67;4,16;52,58;43,48;-0,0;0;0
23497;0,0;-0,01;42,02;-0,01;0,01;0,15;9;0;0;0;0,0;14,5;0;32;254,0;254,0;0;8,1;8,4;87;90,5;-0,0;0,01;0,25;5,08;52,62;43,48;-0,0;0;0
23507;0,0;-0,01;42,02;-0,01;0,02;0,14;10;0;0;0;0,0;14,5;0;32;254,0;254,0;0;8,0;8,4;87;90,5;-0,0;0,01;0,67;4,85;52,62;42,73;-0,0;0;0
23517;0,0;-0,01;42,02;0,0;0,01;0,15;10;0;0;0;0,0;14,5;0;32;254,0;254,0;0;8,0;8,3;88;90,5;-0,0;0,01;0,46;5,08;52,66;42,73;-0,0;0;0
23527;0,0;-0,02;42,02;0,0;0,01;0,13;10;0;0;0;0,0;14,5;0;32;254,0;254,0;0;8,0;8,3;88;90,5;-0,0;0,0;0,46;4,39;52,66;42,86;-0,0;0;0
23537;0,0;-0,02;42,02;-0,01;0,02;0,11;11;0;0;0;0,0;14,5;0;32;254,0;254,0;0;8,0;8,2;89;90,5;-0,0;0,0;0,67;3,7;52,7;42,25;-0,0;0;0
23547;0,0;-0,01;42,02;-0,02;0,01;0,16;11;0;0;0;0,0;14,5;0;32;254,0;254,0;0;8,0;8,1;90;90,5;-0,0;0,0;0,46;5,32;52,74;42,25;-0,0;0;0
23557;0,0;-0,01;42,02;-0,01;0,01;0,11;11;0;0;0;0,0;14,5;0;32;254,0;254,0;0;8,0;8,1;90;90,5;-0,0;0,01;0,46;3,7;52,74;42,39;-0,0;0;0
23567;0,0;-0,01;42,02;0,0;0,01;0,14;12;0;0;0;0,0;14,5;0;32;254,0;254,0;0;8,0;8,2;91;90,5;-0,0;0,01;0,25;4,85;52,78;42,39;-0,0;0;0
23577;0,0;-0,02;42,02;-0,01;0,02;0,13;12;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,9;8,2;91;90,5;-0,0;0,01;0,67;4,39;52,78;41,64;-0,0;0;0
23587;0,0;-0,02;42,02;-0,01;0,02;0,16;12;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,9;8,2;92;90,5;-0,0;0,0;0,67;5,55;52,82;41,64;-0,0;0;0
23597;0,0;-0,01;42,02;-0,01;0,02;0,12;13;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,9;8,2;92;90,5;-0,0;0,0;0,67;4,16;52,82;41,78;-0,0;0;0
23607;0,0;-0,01;42,02;-0,01;0,02;0,12;13;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,8;8,0;93;90,5;-0,0;0,0;0,67;4,16;52,86;41,1;-0,0;0;0
23617;0,0;-0,03;42,02;0,0;0,03;0,14;13;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,8;8,0;93;90,5;-0,0;0,0;0,88;4,62;52,86;41,1;-0,0;0;0
23627;0,0;-0,02;42,02;0,0;0,03;0,14;14;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,8;7,9;94;90,5;-0,0;0,0;0,88;4,85;52,9;41,24;-0,0;0;0
23637;0,0;-0,02;42,02;-0,01;0,01;0,14;14;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,8;8,0;95;90,5;-0,0;0,0;0,25;4,85;52,94;41,24;-0,0;0;0
23647;0,0;-0,03;42,02;0,0;0,01;0,13;14;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,7;8,0;95;90,5;-0,0;0,0;0,25;4,39;52,94;40,57;-0,0;0;0
23657;0,0;-0,02;42,02;-0,01;0,02;0,15;15;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,7;8,0;96;90,5;-0,0;0,0;0,67;5,08;52,98;40,57;-0,0;0;0
23667;0,0;-0,01;42,02;0,0;0,02;0,16;15;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,7;8,0;96;90,5;-0,0;0,0;0,67;5,32;52,98;40,7;-0,0;0;0
23677;0,0;-0,03;42,02;-0,01;0,01;0,12;15;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,7;7,9;97;90,5;-0,0;0,0;0,25;3,93;53,01;40,7;-0,0;0;0
23687;0,0;-0,01;42,02;-0,01;0,03;0,14;16;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,6;7,9;97;90,5;-0,0;0,0;0,88;4,85;53,01;40,1;-0,0;0;0
23697;0,0;-0,01;42,02;-0,02;0,02;0,13;16;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,6;7,9;98;90,5;-0,0;0,0;0,67;4,39;53,05;40,1;-0,0;0;0
23707;0,0;-0,01;42,02;-0,01;0,02;0,14;16;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,7;7,8;99;90,5;-0,0;0,0;0,67;4,62;53,09;40,17;-0,0;0;0
23717;0,0;-0,01;42,02;0,01;0,03;0,14;17;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,7;7,8;99;90,5;-0,0;0,0;1,09;4,85;53,09;40,17;-0,0;0;0
23727;0,0;-0,02;42,02;-0,02;0,01;0,13;17;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,6;7,8;100;90,5;-0,0;0,0;0,46;4,39;53,13;39,51;-0,0;0;0
23737;0,0;-0,03;42,02;-0,01;0,03;0,13;17;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,6;7,8;100;90,5;-0,0;0,01;1,09;4,39;53,13;39,64;-0,0;0;0
23747;0,0;-0,01;42,02;-0,02;0,02;0,14;18;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,6;7,8;101;90,5;-0,0;0,01;0,67;4,62;53,17;39,64;-0,0;0;0
23757;0,0;-0,0;42,02;0,0;0,01;0,14;18;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,5;7,8;101;90,5;-0,0;0,0;0,46;4,62;53,17;38,98;-0,0;0;0
23767;0,0;-0,02;42,02;-0,01;0,01;0,15;18;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,5;7,7;102;90,5;-0,0;0,0;0,25;5,08;53,21;38,98;-0,0;0;0
23777;0,0;-0,02;42,02;-0,01;0,01;0,14;19;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,5;7,7;102;90,5;-0,0;0,01;0,46;4,85;53,21;39,18;-0,0;0;0
23787;0,0;-0,01;42,02;-0,01;0,01;0,14;19;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,5;7,7;103;90,5;-0,0;0,01;0,46;4,85;53,25;39,18;-0,0;0;0
23797;0,0;-0,01;42,02;-0,01;0,02;0,14;19;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,4;7,7;103;90,5;-0,0;0,01;0,67;4,85;53,25;38,32;-0,0;0;0
23807;0,0;-0,01;42,02;-0,01;0,02;0,14;20;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,4;7,6;104;90,5;-0,0;0,01;0,67;4,62;53,29;38,32;-0,0;0;0
23817;0,0;-0,01;42,02;-0,01;0,01;0,12;20;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,4;7,6;105;90,5;-0,0;0,01;0,46;4,16;53,33;38,52;-0,0;0;0
23827;0,0;-0,01;42,02;-0,01;0,01;0,13;20;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,4;7,6;105;90,5;-0,0;0,01;0,46;4,39;53,33;38,52;-0,0;0;0
23837;0,0;-0,02;42,02;-0,01;0,01;0,14;21;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,3;7,5;106;90,5;-0,0;0,01;0,46;4,62;53,37;37,93;-0,0;0;0
23847;0,0;-0,02;42,02;0,0;0,02;0,13;21;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,3;7,5;106;90,5;-0,0;0,01;0,67;4,39;53,37;37,93;-0,0;0;0
23857;0,0;-0,01;42,02;-0,01;0,01;0,14;21;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,3;7,5;107;90,5;-0,0;0,01;0,46;4,62;53,41;37,93;-0,0;0;0
23867;0,0;-0,02;42,02;-0,01;0,02;0,14;22;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,3;7,5;107;90,5;-0,0;0,01;0,67;4,85;53,41;37,93;-0,0;0;0
23877;0,0;-0,01;42,02;-0,01;0,01;0,12;22;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,2;7,5;108;90,5;-0,0;0,01;0,46;4,16;53,45;37,29;-0,0;0;0
23887;0,0;-0,02;42,02;0,01;0,01;0,16;22;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,2;7,5;108;90,5;-0,0;0,01;0,46;5,32;53,45;37,29;-0,0;0;0
23897;0,0;-0,01;42,02;0,01;0,01;0,14;22;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,2;7,5;109;90,5;-0,0;0,01;0,46;4,85;53,49;37,35;-0,0;0;0
23907;0,0;-0,01;42,02;0,0;0,03;0,15;23;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,2;7,5;109;90,5;-0,0;0,0;0,88;5,08;53,49;37,35;-0,0;0;0
23917;0,0;-0,01;42,02;-0,01;0,02;0,12;23;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,2;7,4;110;90,5;-0,0;0,0;0,67;4,16;53,52;36,71;-0,0;0;0
23927;0,0;-0,02;42,02;-0,01;0,01;0,15;24;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,2;7,4;110;90,5;-0,0;0,0;0,46;5,08;53,52;36,71;-0,0;0;0
23937;0,0;-0,01;42,02;0,0;0,01;0,13;24;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,2;7,3;111;90,5;-0,0;0,0;0,46;4,39;53,56;36,77;-0,0;0;0
23947;0,0;-0,02;42,02;-0,01;0,02;0,14;24;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,2;7,3;111;90,5;-0,0;0,0;0,67;4,62;53,56;36,77;-0,0;0;0
23957;0,0;-0,02;42,02;0,0;0,02;0,16;25;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,1;7,3;112;90,5;-0,0;0,0;0,67;5,32;53,6;36,13;-0,0;0;0
23967;0,0;-0,01;42,02;-0,01;0,03;0,12;25;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,1;7,3;112;90,5;-0,0;0,0;0,88;4,16;53,6;36,13;-0,0;0;0
23977;0,0;-0,03;42,02;-0,01;0,03;0,12;25;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,1;7,3;113;90,5;-0,0;0,0;0,88;4,16;53,64;36,13;-0,0;0;0
23987;0,0;-0,01;42,02;-0,01;0,02;0,12;26;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,1;7,3;113;90,5;-0,0;0,0;0,67;3,93;53,64;36,13;-0,0;0;0
23997;0,0;-0,01;42,02;-0,02;0,02;0,13;26;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,0;7,2;114;90,5;-0,0;0,0;0,67;4,39;53,68;35,66;-0,0;0;0
24007;0,0;-0,01;42,02;0,01;0,02;0,13;26;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,0;7,2;114;90,5;-0,0;0,01;0,67;4,39;53,68;35,66;-0,0;0;0
24017;0,0;-0,01;42,02;-0,01;0,01;0,15;27;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,0;7,2;115;90,5;-0,0;0,0;0,46;5,08;53,72;35,66;-0,0;0;0
24027;0,0;-0,01;42,02;-0,01;0,02;0,14;27;0;0;0;0,0;14,5;0;32;254,0;254,0;0;7,0;7,2;115;90,5;-0,0;0,0;0,67;4,62;53,72;35,66;-0,0;0;0
24037;0,0;-0,01;42,02;0,0;0,01;0,14;27;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,9;7,1;116;90,5;-0,0;0,0;0,46;4,62;53,76;34,93;-0,0;0;0
24047;0,0;-0,01;42,02;0,0;0,03;0,13;28;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,9;7,1;116;90,5;-0,0;0,0;0,88;4,39;53,76;34,93;-0,0;0;0
24057;0,0;-0,02;42,02;-0,01;0,02;0,12;28;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,9;7,1;117;90,5;-0,0;0,0;0,67;4,16;53,8;35,0;-0,0;0;0
24067;0,0;-0,02;42,02;0,0;0,01;0,14;28;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,9;7,1;117;90,5;-0,0;0,0;0,46;4,85;53,8;35,0;-0,0;0;0
24077;0,0;-0,02;42,02;-0,01;0,02;0,14;29;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,8;7,0;118;90,5;-0,0;0,0;0,67;4,62;53,84;34,47;-0,0;0;0
24087;0,0;-0,01;42,02;0,0;0,01;0,15;29;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,8;7,0;118;90,5;-0,0;0,0;0,25;5,08;53,84;34,47;-0,0;0;0
24097;0,0;-0,01;42,02;-0,01;0,01;0,12;29;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,8;7,1;119;90,5;-0,0;0,0;0,46;4,16;53,88;34,47;-0,0;0;0
24107;0,0;-0,01;42,02;0,0;0,01;0,16;30;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,8;7,1;119;90,5;-0,0;0,0;0,46;5,32;53,88;34,47;-0,0;0;0
24117;0,0;-0,03;42,02;0,0;0,01;0,14;30;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,8;7,0;120;90,5;-0,0;0,0;0,46;4,85;53,92;33,88;-0,0;0;0
24127;0,0;-0,01;42,02;-0,01;0,01;0,15;30;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,8;7,0;120;90,5;-0,0;0,0;0,46;5,08;53,92;33,88;-0,0;0;0
24137;0,0;-0,03;42,02;-0,01;0,01;0,14;31;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,7;7,0;121;90,5;-0,0;0,0;0,46;4,85;53,96;33,75;-0,0;0;0
24147;0,0;-0,02;42,02;0,0;0,01;0,14;31;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,7;7,0;121;90,5;-0,0;0,0;0,25;4,62;53,96;33,75;-0,0;0;0
24157;0,0;-0,03;42,02;0,0;0,02;0,14;31;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,7;6,9;122;90,5;-0,0;0,0;0,67;4,85;54,0;33,23;-0,0;0;0
24167;0,0;-0,01;42,02;-0,01;0,01;0,14;32;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,7;6,9;122;90,5;-0,0;0,0;0,46;4,62;54,0;33,23;-0,0;0;0
24177;0,0;-0,02;42,02;-0,01;0,03;0,16;32;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,7;6,8;123;90,5;-0,0;0,0;0,88;5,55;54,04;33,23;-0,0;0;0
24187;0,0;-0,01;42,02;-0,01;0,02;0,15;32;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,7;6,8;123;90,5;-0,0;0,0;0,67;5,08;54,04;33,23;-0,0;0;0
24197;0,0;-0,01;42,02;-0,02;0,03;0,14;33;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,7;6,8;124;90,5;-0,0;0,0;0,88;4,62;54,07;33,23;-0,0;0;0
24207;0,0;-0,01;42,02;-0,01;0,01;0,16;33;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,6;6,8;124;90,5;-0,0;0,0;0,46;5,32;54,07;32,52;-0,0;0;0
24217;0,0;-0,01;42,02;-0,01;0,02;0,16;33;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,6;6,8;125;90,5;-0,0;0,0;0,67;5,55;54,11;32,52;-0,0;0;0
24227;0,0;-0,02;42,02;-0,01;0,02;0,16;34;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,6;6,8;125;90,5;-0,0;0,0;0,67;5,55;54,11;32,52;-0,0;0;0
24237;0,0;-0,01;42,02;-0,01;0,02;0,14;34;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,6;6,7;126;90,5;-0,0;0,0;0,67;4,85;54,15;32,52;-0,0;0;0
24247;0,0;-0,01;42,02;-0,01;0,02;0,15;34;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,5;6,7;126;90,5;-0,0;0,0;0,67;5,08;54,15;32,01;-0,0;0;0
24257;0,0;-0,02;42,02;-0,01;0,02;0,14;35;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,5;6,7;127;90,5;-0,0;0,0;0,67;4,62;54,19;32,01;-0,0;0;0
24267;0,0;-0,02;42,02;-0,01;0,01;0,14;35;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,5;6,7;127;90,5;-0,0;0,0;0,46;4,62;54,19;32,07;-0,0;0;0
24277;0,0;-0,01;42,02;-0,01;0,02;0,16;35;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,5;6,7;128;90,5;-0,0;0,0;0,67;5,32;54,23;32,07;-0,0;0;0
24287;0,0;-0,03;42,02;-0,01;0,03;0,15;36;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,4;6,7;128;90,5;-0,0;0,0;0,88;5,08;54,23;31,43;-0,0;0;0
24297;0,0;-0,03;42,02;-0,02;0,03;0,14;36;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,4;6,6;129;90,5;-0,0;0,0;0,88;4,85;54,27;31,43;-0,0;0;0
24307;0,0;-0,02;42,02;-0,01;0,02;0,15;36;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,4;6,6;129;90,5;-0,0;0,01;0,67;5,08;54,27;31,31;-0,0;0;0
24317;0,0;-0,01;42,02;-0,01;0,0;0,12;37;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,4;6,6;129;90,5;-0,0;0,01;0,04;3,93;54,27;31,31;-0,0;0;0
24327;0,0;-0,03;42,02;-0,01;0,01;0,11;37;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,4;6,5;130;90,5;-0,0;0,01;0,25;3,7;54,31;31,31;-0,0;0;0
24337;0,0;-0,01;42,02;0,0;0,01;0,12;37;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,3;6,5;130;90,5;-0,0;0,01;0,25;3,93;54,31;30,86;-0,0;0;0
24347;0,0;-0,02;42,02;0,0;0,01;0,14;38;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,3;6,5;131;90,5;-0,0;0,01;0,46;4,85;54,35;30,86;-0,0;0;0
24357;0,0;-0,02;42,02;-0,01;0,02;0,14;38;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,3;6,5;131;90,5;-0,0;0,01;0,67;4,85;54,35;30,68;-0,0;0;0
24367;0,0;-0,02;42,02;-0,01;0,02;0,16;38;0;0;0;0,0;14,5;0;32;254,0;254,0;0;6,3;6,5;132;90,5;-0,0;0,01;0,67;5,32;54,39;30,68;-0,0;0;0
