ta;Ubike;Ibike;Ua;Ia1;Ia2;Ia3;Sa1;Sa2;Sa3;Din1;DMka;DZka;Ika;Din2;Temp1;Temp2;Bpos;vs;v;dzp;Temp3;Pbike;Pa1;Pa2;Pa3;s;FW;UF;Marke;ERR
4367;0,0;-0,01;41,95;-2,86;-0,07;0,58;2050;0;0;0;15,43;52,7;63;32;254,0;254,0;0;7,9;8,3;150;90,5;-0,0;85,14;2,48;19,38;4,83;41,84;-0,0;0;0
4377;0,0;-0,01;41,97;-2,74;-0,04;1,02;2051;0;0;0;15,73;52,7;63;32;254,0;254,0;0;8,0;8,3;150;90,5;-0,0;86,81;1,22;34,16;4,83;42,66;-0,0;0;0
4387;0,0;-0,03;41,99;-3,25;-0,02;0,85;2051;0;0;0;16,06;51,8;64;32;254,0;254,0;0;8,0;8,3;151;90,5;-0,0;87,1;0,59;28,4;4,87;42,66;-0,0;0;0
4397;0,0;-0,01;41,97;-3,32;-0,07;0,79;2051;0;0;0;15,61;54,5;65;32;254,0;254,0;0;8,0;8,3;151;90,5;-0,0;89,07;2,27;26,55;4,87;42,25;-0,0;0;0
4407;0,0;-0,03;41,97;-2,99;-0,05;1,08;2052;0;0;0;16,06;54,5;65;32;254,0;254,0;0;8,0;8,3;152;90,5;-0,0;91,65;1,64;36,24;4,91;42,25;-0,0;0;0
4417;0,0;-0,02;41,97;-2,85;0,05;0,82;2017;0;0;0;16,96;52,2;66;32;254,0;254,0;0;8,0;8,4;153;90,5;-0,0;92,72;1,51;27,47;4,95;42,73;-0,0;0;0
4427;0,0;-0,01;41,97;-2,84;0,03;1,12;2017;0;0;0;17,3;51,3;67;32;254,0;254,0;0;8,0;8,4;153;90,5;-0,0;92,92;0,88;37,62;4,95;42,73;-0,0;0;0
4437;0,0;-0,01;41,98;-2,98;-0,05;1,02;2018;0;0;0;17,4;51,3;67;32;254,0;254,0;0;8,0;8,3;154;90,5;-0,0;93,47;1,64;34,17;4,99;42,45;-0,0;0;0
4447;0,0;-0,02;41,96;-2,82;-0,0;0,3;2018;0;0;0;16,52;55,3;68;32;254,0;254,0;0;8,1;8,3;154;90,5;-0,0;95,67;0,17;10,15;4,99;43,0;-0,0;0;0
4457;0,0;-0,01;41,98;-2,76;0,03;0,97;2018;0;0;0;16,63;55,3;68;32;254,0;254,0;0;8,1;8,4;155;90,5;-0,0;96,28;1,09;32,55;5,03;43,0;-0,0;0;0
4467;0,0;-0,03;41,98;-2,72;-0,01;0,21;2019;0;0;0;17,7;51,8;69;32;254,0;254,0;0;8,0;8,3;156;90,5;-0,0;95,99;0,38;7,16;5,07;42,73;-0,0;0;0
4477;0,0;-0,02;41,99;-2,89;-0,0;0,39;2019;0;0;0;17,52;52,6;70;32;254,0;254,0;0;8,0;8,3;156;90,5;-0,0;96,52;0,17;13,16;5,07;42,73;-0,0;0;0
4487;0,0;-0,02;41,97;-2,68;0,03;0,83;2019;0;0;0;17,52;52,6;70;32;254,0;254,0;0;8,1;8,4;157;90,5;-0,0;96,52;1,09;27,93;5,11;43,34;-0,0;0;0
4497;0,0;-0,02;41,97;-3,15;-0,1;0,56;2019;0;0;0;16,55;55,5;71;32;254,0;254,0;0;8,1;8,4;157;90,5;-0,0;96,18;3,32;18,7;5,11;43,34;-0,0;0;0
4507;0,0;-0,02;41,99;-2,73;-0,0;0,81;1970;0;0;0;16,95;54,0;0;32;254,0;254,0;0;8,0;8,4;158;90,5;-0,0;95,84;0,17;27,25;5,14;42,79;-0,0;0;0
4517;0,0;-0,02;41,98;-2,72;0,0;0,12;1970;0;0;0;16,96;54,0;0;32;254,0;254,0;0;8,1;8,5;159;90,5;-0,0;95,93;0,04;4,16;5,18;43,48;-0,0;0;0
4527;0,0;-0,01;41,99;-2,74;0,03;-0,23;1971;0;0;0;16,7;54,5;1;32;254,0;254,0;0;8,1;8,5;159;90,5;-0,0;95,3;0,88;-7,85;5,18;43,48;-0,0;0;0
4537;0,0;-0,01;41,99;-2,19;0,04;0,45;1971;0;0;0;16,57;55,7;2;32;254,0;254,0;0;8,1;8,4;160;90,5;-0,0;96,65;1,3;15,01;5,22;43,2;-0,0;0;0
4547;0,0;-0,01;41,99;-2,14;0,04;-0,27;1971;0;0;0;16,41;55,7;2;32;254,0;254,0;0;8,1;8,4;160;90,5;-0,0;95,73;1,3;-9,24;5,22;43,2;-0,0;0;0
4557;0,0;-0,03;41,99;-2,05;0,09;0,42;1972;0;0;0;16,89;53,0;3;32;254,0;254,0;0;8,1;8,4;161;90,5;-0,0;93,71;2,98;14,09;5,26;43,55;-0,0;0;0
4567;0,0;-0,02;42,0;-2,02;0,01;-0,09;1972;0;0;0;16,44;53,3;4;32;254,0;254,0;0;8,1;8,4;162;90,5;-0,0;91,77;0,46;-3,0;5,3;43,55;-0,0;0;0
4577;0,0;-0,02;41,98;-2,29;-0,0;-0,47;1972;0;0;0;16,2;53,3;4;32;254,0;254,0;0;8,1;8,4;162;90,5;-0,0;90,41;0,17;-15,7;5,3;43,13;-0,0;0;0
4587;0,0;-0,02;42,0;-1,89;0,06;0,26;1973;0;0;0;16,28;52,6;5;32;254,0;254,0;0;8,1;8,5;163;90,5;-0,0;89,66;1,93;8,78;5,34;43,68;-0,0;0;0
4597;0,0;-0,02;41,99;-1,63;0,02;-0,5;1973;0;0;0;15,87;52,6;5;32;254,0;254,0;0;8,1;8,5;163;90,5;-0,0;87,43;0,67;-16,63;5,34;43,68;-0,0;0;0
4607;0,0;-0,01;42,01;-1,69;0,07;0,1;2023;0;0;0;15,4;52,5;6;32;254,0;254,0;0;8,1;8,4;164;90,5;-0,0;84,65;2,35;3,23;5,38;43,34;-0,0;0;0
4617;0,0;-0,03;42,01;-1,93;0,01;-0,01;2024;0;0;0;14,84;53,1;7;32;254,0;254,0;0;8,1;8,5;165;90,5;-0,0;82,52;0,25;-0,23;5,42;43,34;-0,0;0;0
4627;0,0;-0,02;41,92;-2,41;0,02;-0,85;2024;0;0;0;14,57;53,1;7;32;254,0;254,0;0;8,1;8,5;165;90,5;-0,0;81,01;0,67;-28,36;5,42;43,48;-0,0;0;0
4637;0,0;-0,02;42,01;-1,63;-0,02;0,05;2024;0;0;0;14,72;52,1;8;32;254,0;254,0;0;8,1;8,4;166;90,5;-0,0;80,29;0,59;1,62;5,46;43,48;-0,0;0;0
4647;0,0;-0,03;42,0;-1,84;0,06;-0,03;2025;0;0;0;14,2;52,5;9;32;254,0;254,0;0;8,1;8,4;166;90,5;-0,0;78,04;2,14;-0,92;5,46;43,07;-0,0;0;0
4657;0,0;-0,01;42,0;-2,27;0,01;-0,53;2025;0;0;0;13,89;52,5;9;32;254,0;254,0;0;8,1;8,4;167;90,5;-0,0;76,37;0,25;-17,79;5,5;43,55;-0,0;0;0
4667;0,0;-0,03;41,99;-1,88;0,06;0,09;2025;0;0;0;13,41;53,8;10;32;254,0;254,0;0;8,1;8,4;167;90,5;-0,0;75,52;1,93;3,0;5,5;43,55;-0,0;0;0
4677;0,0;-0,01;41,97;-1,8;0,08;-0,62;2026;0;0;0;13,15;53,8;11;32;254,0;254,0;0;8,0;8,4;168;90,5;-0,0;74,09;2,77;-20,78;5,54;42,93;-0,0;0;0
4687;0,0;-0,02;42,03;-2,16;0,13;-0,53;2026;0;0;0;12,82;53,8;11;32;254,0;254,0;0;8,0;8,4;169;90,5;-0,0;72,23;4,45;-17,8;5,58;42,93;-0,0;0;0
4697;0,0;-0,02;41,97;-1,94;0,05;0,06;2061;0;0;0;12,76;53,4;12;32;254,0;254,0;0;8,1;8,4;169;90,5;-0,0;71,34;1,51;2,08;5,58;43,48;-0,0;0;0
4707;0,0;-0,02;41,96;-1,69;0,09;-0,74;2062;0;0;0;12,16;54,4;13;32;254,0;254,0;0;8,1;8,4;170;90,5;-0,0;69,27;2,98;-24,92;5,62;43,48;-0,0;0;0
4717;0,0;-0,01;41,99;-2,37;0,06;-0,61;2062;0;0;0;11,85;54,4;13;32;254,0;254,0;0;8,0;8,4;170;90,5;-0,0;67,51;2,14;-20,55;5,62;42,73;-0,0;0;0
4727;0,0;-0,04;41,97;-1,98;0,05;-0,03;2062;0;0;0;11,88;53,8;14;32;254,0;254,0;0;8,1;8,4;171;90,5;-0,0;66,92;1,51;-0,92;5,65;43,27;-0,0;0;0
4737;0,0;-0,03;41,95;-1,99;0,09;-0,8;2063;0;0;0;11,65;53,8;14;32;254,0;254,0;0;8,1;8,3;172;90,5;-0,0;65,62;2,98;-26,77;5,69;43,27;-0,0;0;0
4747;0,0;-0,03;41,99;-2,29;0,1;-0,62;2063;0;0;0;11,72;53,2;15;32;254,0;254,0;0;8,0;8,3;172;90,5;-0,0;65,29;3,4;-20,78;5,69;42,73;-0,0;0;0
4757;0,0;-0,02;41,99;-1,93;0,02;-0,02;2063;0;0;0;11,48;54,5;16;32;254,0;254,0;0;8,0;8,3;173;90,5;-0,0;65,54;0,67;-0,69;5,73;42,73;-0,0;0;0
4767;0,0;-0,03;41,97;-1,91;0,07;-0,76;2064;0;0;0;11,45;54,5;16;32;254,0;254,0;0;8,1;8,3;173;90,5;-0,0;65,34;2,35;-25,62;5,73;43,13;-0,0;0;0
4777;0,0;-0,02;41,99;-2,33;0,05;-0,56;2064;0;0;0;11,48;54,2;17;32;254,0;254,0;0;8,1;8,4;174;90,5;-0,0;65,13;1,51;-18,94;5,77;43,13;-0,0;0;0
4787;0,0;-0,03;41,99;-2,05;0,03;-0,02;2079;0;0;0;11,38;54,7;18;32;254,0;254,0;0;8,0;8,4;175;90,5;-0,0;65,21;1,09;-0,69;5,81;42,73;-0,0;0;0
4797;0,0;-0,02;41,97;-2,01;0,07;-0,87;2080;0;0;0;11,43;54,7;18;32;254,0;254,0;0;8,1;8,4;175;90,5;-0,0;65,48;2,35;-29,09;5,81;43,34;-0,0;0;0
4807;0,0;-0,01;41,99;-2,77;0,02;-0,7;2080;0;0;0;11,67;54,1;19;32;254,0;254,0;0;8,1;8,4;176;90,5;-0,0;66,13;0,67;-23,55;5,85;43,34;-0,0;0;0
4817;0,0;-0,02;41,98;-2,31;0,05;-0,19;2080;0;0;0;11,98;54,2;20;32;254,0;254,0;0;8,0;8,4;176;90,5;-0,0;67,97;1,51;-6,46;5,85;42,59;-0,0;0;0
4827;0,0;-0,02;41,97;-2,13;0,06;-0,91;2081;0;0;0;12,09;54,2;20;32;254,0;254,0;0;8,0;8,4;177;90,5;-0,0;68,6;2,14;-30,7;5,89;42,59;-0,0;0;0
4837;0,0;-0,03;41,99;-2,74;0,0;-0,71;2081;0;0;0;12,18;53,4;21;32;254,0;254,0;0;8,1;8,4;178;90,5;-0,0;68,13;0,04;-23,78;5,93;43,27;-0,0;0;0
4847;0,0;-0,02;41,97;-2,66;0,02;-0,22;2081;0;0;0;12,69;52,7;22;32;254,0;254,0;0;8,1;8,4;178;90,5;-0,0;70,01;0,67;-7,39;5,93;43,27;-0,0;0;0
4857;0,0;-0,03;41,97;-2,4;0,03;-0,9;2082;0;0;0;12,94;52,7;22;32;254,0;254,0;0;8,0;8,4;179;90,5;-0,0;71,4;0,88;-30,24;5,97;42,79;-0,0;0;0
4867;0,0;-0,03;41,97;-3,02;-0,01;-0,69;2082;0;0;0;12,5;54,7;23;32;254,0;254,0;0;8,1;8,4;179;90,5;-0,0;71,62;0,38;-23,09;5,97;43,41;-0,0;0;0
4877;0,0;-0,02;41,98;-2,56;0,01;-0,12;2082;0;0;0;12,84;54,7;23;32;254,0;254,0;0;8,1;8,4;180;90,5;-0,0;73,56;0,25;-4,16;6,01;43,41;-0,0;0;0
4887;0,0;-0,02;41,95;-2,31;0,1;-1,04;2068;0;0;0;13,8;51,8;24;32;254,0;254,0;0;8,0;8,5;181;90,5;-0,0;74,85;3,4;-34,84;6,05;42,86;-0,0;0;0
4897;0,0;-0,03;41,97;-2,91;0,05;-0,83;2068;0;0;0;13,21;54,3;25;32;254,0;254,0;0;8,0;8,5;181;90,5;-0,0;75,12;1,72;-27,93;6,05;42,86;-0,0;0;0
4907;0,0;-0,01;41,97;-2,5;0,01;-0,13;2068;0;0;0;13,5;54,3;25;32;254,0;254,0;0;8,1;8,5;182;90,5;-0,0;76,79;0,25;-4,39;6,09;43,48;-0,0;0;0
4917;0,0;-0,01;41,96;-2,65;0,06;-0,32;2069;0;0;0;14,01;53,3;26;32;254,0;254,0;0;8,1;8,5;182;90,5;-0,0;78,17;1,93;-10,62;6,09;43,48;-0,0;0;0
4927;0,0;-0,03;41,98;-2,64;0,03;-0,1;2069;0;0;0;13,96;53,8;27;32;254,0;254,0;0;8,0;8,5;183;90,5;-0,0;78,65;1,09;-3,23;6,13;42,93;-0,0;0;0
4937;0,0;-0,03;41,96;-2,88;0,03;0,21;2069;0;0;0;14,16;53,8;27;32;254,0;254,0;0;8,1;8,5;184;90,5;-0,0;79,75;1,09;6,92;6,17;43,55;-0,0;0;0
4947;0,0;-0,01;41,97;-3,06;0,04;-0,24;2070;0;0;0;14,5;53,5;28;32;254,0;254,0;0;8,1;8,5;184;90,5;-0,0;81,21;1,3;-8,08;6,17;43,55;-0,0;0;0
4957;0,0;-0,03;41,97;-2,57;0,05;-0,26;2070;0;0;0;14,32;55,7;29;32;254,0;254,0;0;8,1;8,5;185;90,5;-0,0;83,5;1,51;-8,77;6,2;43,13;-0,0;0;0
4967;0,0;-0,02;41,96;-3,16;-0,02;0,11;2070;0;0;0;14,5;55,7;29;32;254,0;254,0;0;8,1;8,5;185;90,5;-0,0;84,55;0,59;3,69;6,2;43,13;-0,0;0;0
4977;0,0;-0,01;41,95;-2,9;-0,05;-0,03;2036;0;0;0;15,36;53,2;30;32;254,0;254,0;0;8,1;8,4;186;90,5;-0,0;85,59;1,85;-0,92;6,24;43,68;-0,0;0;0
4987;0,0;-0,01;41,97;-2,89;-0,04;0,4;2036;0;0;0;15,33;53,9;31;32;254,0;254,0;0;8,1;8,6;187;90,5;-0,0;86,52;1,22;13,39;6,28;43,68;-0,0;0;0
4997;0,0;-0,03;41,97;-2,52;-0,02;0,28;2036;0;0;0;15,57;53,9;31;32;254,0;254,0;0;8,1;8,6;187;90,5;-0,0;87,89;0,8;9,46;6,28;43,34;-0,0;0;0
5007;0,0;-0,03;41,96;-3,08;0,02;-0,01;2036;0;0;0;15,42;55,6;32;32;254,0;254,0;0;8,2;8,5;188;90,5;-0,0;89,76;0,67;-0,46;6,32;43,96;-0,0;0;0
5017;0,0;-0,03;41,97;-2,73;-0,04;0,2;2037;0;0;0;15,63;54,5;33;32;254,0;254,0;0;8,2;8,5;188;90,5;-0,0;89,22;1,22;6,69;6,32;43,96;-0,0;0;0
5027;0,0;-0,02;41,99;-3,11;-0,09;0,14;2037;0;0;0;15,76;54,5;33;32;254,0;254,0;0;8,1;8,5;189;90,5;-0,0;89,92;2,9;4,85;6,36;43,48;-0,0;0;0
5037;0,0;-0,01;41,98;-2,93;-0,05;0,21;2038;0;0;0;16,4;53,3;34;32;254,0;254,0;0;8,1;8,5;190;90,5;-0,0;91,53;1,85;7,16;6,4;43,48;-0,0;0;0
5047;0,0;-0,02;41,98;-2,61;-0,03;0,57;2038;0;0;0;16,46;53,3;34;32;254,0;254,0;0;8,2;8,5;190;90,5;-0,0;91,84;1,01;19,16;6,4;44,16;-0,0;0;0
5057;0,0;-0,03;41,97;-2,22;0,01;0,25;2038;0;0;0;16,38;53,5;35;32;254,0;254,0;0;8,1;8,6;191;90,5;-0,0;91,77;0,25;8,31;6,44;43,61;-0,0;0;0
5067;0,0;-0,02;41,99;-2,75;-0,04;0,46;1989;0;0;0;16,21;53,9;36;32;254,0;254,0;0;8,1;8,6;191;90,5;-0,0;91,48;1,43;15,47;6,44;43,61;-0,0;0;0
5077;0,0;-0,03;41,97;-2,16;-0,01;0,66;1989;0;0;0;16,13;53,9;36;32;254,0;254,0;0;8,2;8,5;192;90,5;-0,0;91,04;0,38;22,16;6,48;44,16;-0,0;0;0
5087;0,0;-0,02;41,97;-2,21;0,01;0,47;1989;0;0;0;15,48;56,4;37;32;254,0;254,0;0;8,2;8,6;193;90,5;-0,0;91,42;0,46;15,7;6,52;44,16;-0,0;0;0
5097;0,0;-0,02;41,99;-2,18;0,03;0,73;1990;0;0;0;16,29;52,9;38;32;254,0;254,0;0;8,2;8,6;193;90,5;-0,0;90,22;0,88;24,48;6,52;43,82;-0,0;0;0
5107;0,0;-0,02;41,97;-2,46;-0,03;0,67;1990;0;0;0;16,07;52,9;38;32;254,0;254,0;0;8,2;8,5;194;90,5;-0,0;89,01;1,01;22,62;6,56;43,82;-0,0;0;0
5117;0,0;-0,01;41,95;-2,48;-0,07;0,34;1990;0;0;0;15,91;53,4;39;32;254,0;254,0;0;8,2;8,5;194;90,5;-0,0;88,94;2,27;11,54;6,56;44,16;-0,0;0;0
5127;0,0;-0,01;42,0;-1,89;-0,02;0,76;1991;0;0;0;15,95;53,1;40;32;254,0;254,0;0;8,1;8,5;195;90,5;-0,0;88,66;0,8;25,41;6,6;43,68;-0,0;0;0
5137;0,0;-0,01;41,99;-2,31;-0,0;0,67;1991;0;0;0;15,72;53,1;40;32;254,0;254,0;0;8,1;8,6;196;90,5;-0,0;87,42;0,17;22,4;6,64;43,68;-0,0;0;0
5147;0,0;-0,01;41,99;-2,49;-0,04;0,5;1991;0;0;0;15,55;53,1;41;32;254,0;254,0;0;8,2;8,6;196;90,5;-0,0;86,48;1,22;16,63;6,64;44,03;-0,0;0;0
5157;0,0;-0,02;42,0;-1,81;-0,02;0,75;2042;0;0;0;15,16;53,9;42;32;254,0;254,0;0;8,2;8,5;197;90,5;-0,0;85,55;0,59;25,18;6,68;44,03;-0,0;0;0
5167;0,0;-0,02;41,97;-1,64;0,03;0,49;2042;0;0;0;14,94;53,9;42;32;254,0;254,0;0;8,2;8,5;197;90,5;-0,0;84,3;1,09;16,39;6,68;43,96;-0,0;0;0
5177;0,0;-0,01;41,99;-1,9;0,06;0,64;2042;0;0;0;14,93;52,3;43;32;254,0;254,0;0;8,2;8,5;198;90,5;-0,0;81,79;1,93;21,48;6,72;43,96;-0,0;0;0
5187;0,0;-0,02;41,99;-1,77;-0,01;0,77;2043;0;0;0;14,64;52,3;43;32;254,0;254,0;0;8,2;8,5;199;90,5;-0,0;80,16;0,38;25,86;6,75;44,03;-0,0;0;0
5197;0,0;-0,01;41,95;-1,64;-0,02;0,62;2043;0;0;0;14,03;53,3;44;32;254,0;254,0;0;8,1;8,5;199;90,5;-0,0;78,32;0,8;20,77;6,75;43,55;-0,0;0;0
5207;0,0;-0,02;41,97;-2,24;0,01;0,9;2043;0;0;0;13,34;55,0;45;32;254,0;254,0;0;8,1;8,5;200;90,5;-0,0;76,8;0,46;30,24;6,79;43,55;-0,0;0;0
5217;0,0;-0,02;41,98;-1,87;-0,0;0,85;2044;0;0;0;13,08;55,0;45;32;254,0;254,0;0;8,2;8,5;200;90,5;-0,0;75,36;0,17;28,63;6,79;43,96;-0,0;0;0
5227;0,0;-0,01;41,99;-1,74;-0,01;0,71;2044;0;0;0;13,39;52,7;46;32;254,0;254,0;0;8,2;8,5;201;90,5;-0,0;73,88;0,38;24,02;6,83;43,96;-0,0;0;0
5237;0,0;-0,03;41,99;-1,91;0,05;0,99;2044;0;0;0;12,47;54,8;47;32;254,0;254,0;0;8,1;8,5;202;90,5;-0,0;71,54;1,72;33,26;6,87;43,41;-0,0;0;0
5247;0,0;-0,01;41,98;-1,68;-0,02;1,02;2045;0;0;0;12,16;54,8;47;32;254,0;254,0;0;8,1;8,5;202;90,5;-0,0;69,8;0,59;34,4;6,87;43,41;-0,0;0;0
5257;0,0;-0,01;41,97;-1,84;0,05;0,82;2080;0;0;0;11,77;55,9;48;32;254,0;254,0;0;8,2;8,5;203;90,5;-0,0;68,92;1,51;27,7;6,91;43,89;-0,0;0;0
5267;0,0;-0,02;42,0;-2,32;0,04;0,58;2080;0;0;0;11,95;54,0;49;32;254,0;254,0;0;8,1;8,5;203;90,5;-0,0;67,58;1,3;19,63;6,91;43,27;-0,0;0;0
5277;0,0;-0,02;41,98;-1,92;0,03;0,94;2081;0;0;0;11,82;54,0;49;32;254,0;254,0;0;8,1;8,5;204;90,5;-0,0;66,85;0,88;31,63;6,95;43,27;-0,0;0;0
5287;0,0;-0,02;41,99;-1,88;0,06;0,63;2081;0;0;0;11,86;53,5;50;32;254,0;254,0;0;8,2;8,5;205;90,5;-0,0;66,44;2,14;21,01;6,99;43,82;-0,0;0;0
5297;0,0;-0,01;41,99;-2,67;-0,01;0,78;2081;0;0;0;11,43;55,6;51;32;254,0;254,0;0;8,2;8,5;205;90,5;-0,0;66,53;0,38;26,1;6,99;43,82;-0,0;0;0
5307;0,0;-0,01;41,99;-2,43;-0,0;0,94;2082;0;0;0;11,58;55,6;51;32;254,0;254,0;0;8,1;8,4;206;90,5;-0,0;67,39;0,17;31,64;7,03;43,34;-0,0;0;0
5317;0,0;-0,01;42,0;-2,59;-0,04;0,2;2082;0;0;0;11,58;55,0;52;32;254,0;254,0;0;8,1;8,4;206;90,5;-0,0;66,68;1,22;6,7;7,03;43,61;-0,0;0;0
5327;0,0;-0,03;41,97;-3,23;-0,07;0,06;2082;0;0;0;11,58;55,7;53;32;254,0;254,0;0;8,1;8,4;207;90,5;-0,0;67,54;2,27;2,08;7,07;43,61;-0,0;0;0
5337;0,0;-0,02;41,99;-2,56;0,04;0,72;2083;0;0;0;11,98;55,7;53;32;254,0;254,0;0;8,1;8,5;208;90,5;-0,0;69,88;1,3;24,25;7,11;43,27;-0,0;0;0
5347;0,0;-0,02;41,99;-2,98;0,03;0,6;2098;0;0;0;11,93;56,3;54;32;254,0;254,0;0;8,1;8,5;208;90,5;-0,0;70,32;1,09;20,09;7,11;43,27;-0,0;0;0
5357;0,0;-0,02;41,97;-3,39;0,03;0,06;2098;0;0;0;12,14;56,0;55;32;254,0;254,0;0;8,2;8,5;209;90,5;-0,0;71,16;1,09;2,08;7,15;43,82;-0,0;0;0
5367;0,0;-0,03;41,98;-2,7;0,03;0,66;2099;0;0;0;12,61;56,0;55;32;254,0;254,0;0;8,2;8,5;209;90,5;-0,0;73,94;1,09;22,17;7,15;43,82;-0,0;0;0
5377;0,0;-0,03;41,99;-3,03;0,05;0,56;2099;0;0;0;13,4;53,4;56;32;254,0;254,0;0;8,1;8,4;210;90,5;-0,0;74,92;1,51;18,71;7,19;43,34;-0,0;0;0
5387;0,0;-0,02;41,96;-3,36;0,05;-0,06;2099;0;0;0;13,52;54,3;57;32;254,0;254,0;0;8,2;8,5;211;90,5;-0,0;76,86;1,51;-2,08;7,23;43,89;-0,0;0;0
5397;0,0;-0,01;41,97;-2,85;-0,01;0,57;2100;0;0;0;13,99;54,3;57;32;254,0;254,0;0;8,2;8,5;211;90,5;-0,0;79,54;0,38;19,16;7,23;43,89;-0,0;0;0
5407;0,0;-0,01;41,97;-3,09;-0,01;0,04;2100;0;0;0;14,39;54,1;58;32;254,0;254,0;0;8,1;8,5;212;90,5;-0,0;81,53;0,38;1,39;7,26;43,34;-0,0;0;0
5417;0,0;-0,03;41,95;-2,82;-0,04;-0,4;2100;0;0;0;14,02;57,2;59;32;254,0;254,0;0;8,1;8,5;212;90,5;-0,0;83,98;1,22;-13,38;7,26;43,34;-0,0;0;0
5427;0,0;-0,01;41,98;-2,86;0,01;0,38;2101;0;0;0;14,29;57,2;59;32;254,0;254,0;0;8,2;8,5;213;90,5;-0,0;85,56;0,46;12,7;7,3;44,03;-0,0;0;0
5437;0,0;-0,01;41,97;-3,09;-0,01;0,04;2086;0;0;0;15,13;54,5;60;32;254,0;254,0;0;8,2;8,5;214;90,5;-0,0;86,33;0,38;1,38;7,34;44,03;-0,0;0;0
5447;0,0;-0,02;41,97;-2,9;-0,02;-0,52;2086;0;0;0;15,31;55,7;61;32;254,0;254,0;0;8,1;8,5;214;90,5;-0,0;89,31;0,8;-17,31;7,34;43,55;-0,0;0;0
5457;0,0;-0,02;41,97;-2,98;0,08;0,21;2087;0;0;0;15,66;55,7;61;32;254,0;254,0;0;8,2;8,5;215;90,5;-0,0;91,31;2,56;7,16;7,38;44,3;-0,0;0;0
5467;0,0;-0,02;41,96;-3,31;-0,0;0,08;2087;0;0;0;16,11;54,6;62;32;254,0;254,0;0;8,2;8,5;215;90,5;-0,0;92,13;0,17;2,54;7,38;44,3;-0,0;0;0
5477;0,0;-0,01;41,96;-3,06;-0,03;-0,59;2087;0;0;0;16,43;54,5;63;32;254,0;254,0;0;8,2;8,5;216;90,5;-0,0;93,74;1,01;-19,85;7,42;43,75;-0,0;0;0
5487;0,0;-0,01;41,98;-2,66;0,09;0,0;2088;0;0;0;16,75;54,5;63;32;254,0;254,0;0;8,2;8,6;217;90,5;-0,0;95,61;2,98;0,0;7,46;43,75;-0,0;0;0
5497;0,0;-0,03;41,97;-3,06;0,08;0,15;2088;0;0;0;17,42;53,1;64;32;254,0;254,0;0;8,2;8,6;217;90,5;-0,0;96,88;2,56;5,08;7,46;44,3;-0,0;0;0
5507;0,0;-0,02;41,97;-3,39;0,05;-0,67;2088;0;0;0;16,93;55,0;65;32;254,0;254,0;0;8,2;8,6;218;90,5;-0,0;97,53;1,51;-22,39;7,5;44,3;-0,0;0;0
5517;0,0;-0,02;41,98;-2,77;0,02;-0,08;2088;0;0;0;17,21;55,0;65;32;254,0;254,0;0;8,2;8,6;218;90,5;-0,0;99,1;0,67;-2,54;7,5;44,03;-0,0;0;0
5527;0,0;-0,02;41,97;-2,96;0,06;0,17;2054;0;0;0;17,17;55,3;66;32;254,0;254,0;0;8,3;8,6;219;90,5;-0,0;99,4;2,14;5,77;7,54;44,58;-0,0;0;0
5537;0,0;-0,02;41,97;-2,93;0,07;-0,67;2054;0;0;0;17,09;55,3;66;32;254,0;254,0;0;8,3;8,6;220;90,5;-0,0;98,95;2,35;-22,39;7,58;44,58;-0,0;0;0
5547;0,0;-0,02;41,97;-2,51;0,07;-0,39;2055;0;0;0;17,74;53,6;67;32;254,0;254,0;0;8,2;8,6;220;90,5;-0,0;99,56;2,35;-13,16;7,58;44,03;-0,0;0;0
5557;0,0;-0,03;41,97;-2,78;0,06;-0,01;2055;0;0;0;16,94;56,3;68;32;254,0;254,0;0;8,2;8,7;221;90,5;-0,0;99,84;2,14;-0,46;7,62;44,03;-0,0;0;0
5567;0,0;-0,01;41,97;-2,71;0,05;-0,8;2055;0;0;0;16,77;56,3;68;32;254,0;254,0;0;8,3;8,6;222;90,5;-0,0;98,84;1,72;-26,78;7,66;44,65;-0,0;0;0
5577;0,0;-0,02;41,97;-2,68;0,06;-0,47;2056;0;0;0;17,23;54,2;69;32;254,0;254,0;0;8,2;8,6;222;90,5;-0,0;97,8;2,14;-15,7;7,66;44,3;-0,0;0;0
5587;0,0;-0,01;41,97;-2,47;0,06;-0,12;2056;0;0;0;17,04;54,5;70;32;254,0;254,0;0;8,2;8,6;223;90,5;-0,0;97,23;1,93;-3,92;7,7;44,3;-0,0;0;0
5597;0,0;-0,03;41,97;-2,78;0,06;-0,85;2056;0;0;0;16,78;54,5;70;32;254,0;254,0;0;8,3;8,6;223;90,5;-0,0;95,78;2,14;-28,39;7,7;44,79;-0,0;0;0
5607;0,0;-0,02;41,98;-2,39;0,06;-0,43;2057;0;0;0;16,76;54,5;71;32;254,0;254,0;0;8,3;8,6;224;90,5;-0,0;95,66;1,93;-14,31;7,74;44,79;-0,0;0;0
5617;0,0;-0,03;41,97;-2,48;0,06;-0,1;2007;0;0;0;16,3;56,0;0;32;254,0;254,0;0;8,3;8,7;225;90,5;-0,0;95,57;2,14;-3,23;7,78;44,51;-0,0;0;0
